Probe Set ID	SL2_1_Exp	SL2_2_Exp	Clone8_1_Exp	Clone8_2_Exp	SL2_1_Call	SL2_2_Call	Clone8_1_Call	Clone8_2_Call
1623549_at	1419.3	1073.1	801	423.5	P	P	P	P
1640886_a_at	5055	5918.7	2669	4145.6	P	P	P	P
1641708_at	944.9	860.7	537.4	583	P	P	P	P
1638836_at	283.9	312.2	248.7	195.8	P	P	A	P
1641539_a_at	96.3	68.3	79.2	24.9	P	P	P	A
1632209_at	12	12.2	14.1	5.7	A	A	A	A
1630214_a_at	748.7	832.6	453.9	756.4	P	P	P	P
1640700_at	1102.3	882.8	861.2	922.2	P	P	P	P
1639421_at	590.6	670.5	579.1	859.3	P	P	P	P
1629079_at	118.6	64.1	96.2	54.2	P	A	A	A
1627018_s_at	10284.9	12567.3	7554.3	7805.7	P	P	P	P
1632838_at	8468	10668.7	6210.2	9672.8	P	P	P	P
1623899_at	30.6	3.4	30.5	12.7	A	A	A	A
1633455_at	664.3	594.1	284.6	234.6	P	P	P	P
1629136_at	40.6	6.3	6.7	22.5	A	A	A	A
1633643_a_at	1614.4	1686.8	544.8	694.7	P	P	P	P
1630858_s_at	4194.7	4935	544.5	715	P	P	P	P
1639727_at	990.5	968.8	576.7	553	P	P	P	P
1624092_at	5.4	6.4	3.8	3	A	A	A	A
1631831_at	807.4	629.9	704.5	474.7	P	P	P	P
1632136_at	480.1	380.3	356.7	366.1	P	P	P	P
1641659_s_at	4338.1	4022.1	6860.7	6578.3	P	P	P	P
1640643_a_at	897	781.5	345.7	386	P	P	P	P
1627141_at	622.7	607.3	703.2	726.9	P	P	P	P
1634401_at	26.2	10.2	14.4	24.1	A	A	A	A
1622920_at	14.8	5.6	21.7	19.8	A	A	A	A
1637264_at	5720.4	5312.5	2813	3126.6	P	P	P	P
1628126_at	56.4	17.3	8.6	3.1	P	A	A	A
1633741_at	59.4	45.5	80	63.7	A	A	A	P
1631325_at	366	356.3	401.7	375.7	P	P	P	P
1639218_s_at	36.6	18	3.5	2.3	A	A	A	A
1628869_s_at	257.4	271.8	328.5	442.2	P	P	P	P
1632798_at	15.6	8.3	14.6	51.6	A	A	A	A
1631054_s_at	972.5	869.8	1598.2	1231.6	P	P	P	P
1639317_at	66.9	22.4	6.7	20.3	A	A	A	P
1641206_at	251.5	322.1	422.2	420.3	P	P	P	P
1639144_a_at	8.1	10	7.2	14.3	A	A	A	A
1629388_s_at	824.8	1150.5	1359.6	1026.2	P	P	P	P
1633245_at	16.3	3.2	28.2	0.9	A	A	A	A
1629270_at	1513.1	1262.3	1002.3	1231.2	P	P	P	P
1630992_at	1407.9	1797.7	1335.3	2195	P	P	P	P
1624380_at	1293.6	1606.6	844.7	940.6	P	P	P	P
1634385_at	270.8	259.2	186.1	260.8	P	P	P	P
1635608_at	6936.9	8382.3	10625.2	11810.5	P	P	P	P
1626519_at	24.9	9.9	21.6	6.6	A	A	A	A
1632134_s_at	942.3	853.7	995.2	986.8	P	P	P	P
1638891_at	8.4	3.1	8.3	8.2	A	A	A	A
1635589_at	3220.5	2799	9621.4	7600.7	P	P	P	P
1628339_a_at	2022.1	1784.4	6091.6	4059.7	P	P	P	P
1625435_at	15.4	26.6	65.1	41.7	A	A	M	P
1622966_at	177.3	152.1	125.4	61.5	A	A	A	A
1636979_at	17.2	8.7	13.8	4	A	A	A	A
1638101_at	96.6	69.4	79.9	21.9	A	A	A	A
1640738_a_at	1015.1	929.9	961.3	718.6	P	P	P	P
1631208_at	259.4	490.5	245.7	548.6	P	P	P	P
1640265_a_at	1274.1	758.6	1314.6	995.8	P	P	P	P
1632106_at	17.7	25.2	10.6	8.3	A	A	A	A
1623800_at	90.9	73.9	70.9	24.1	A	M	A	A
1638877_at	34.8	37.7	13	9.1	A	A	A	A
1625071_a_at	3.6	3.4	14	1.5	A	A	A	A
1641491_at	5420	7871	7063.4	9452.8	P	P	P	P
1623794_at	402.1	364.2	375.1	293.3	P	P	P	P
1638528_at	19	22.5	9.5	10	A	A	A	A
1629395_at	1420.9	1211.1	6.9	2.3	P	P	A	A
1625337_s_at	19699	20674	21553.5	21356.9	P	P	P	P
1625272_at	74	32.1	49.9	39.3	A	A	A	P
1633061_at	258.4	215.2	670.3	562.3	M	M	P	P
1624302_at	560	584.4	476.9	376	P	P	P	P
1636890_at	3.2	2.3	4.7	6.6	A	A	A	A
1631011_at	31.7	9	43	16.4	A	A	A	A
1639413_at	10.3	58.3	37.8	9.9	A	P	A	A
1638630_at	295.7	233	463.1	372	P	P	P	P
1624286_at	61.7	36.9	25.9	23.6	P	A	A	P
1629991_a_at	12.1	8.3	7.8	3.6	A	A	A	A
1639869_a_at	17.6	5.9	22.4	2.3	A	A	A	A
1627895_at	60.5	61.3	554.9	616.5	A	P	P	P
1636186_s_at	22.2	16.8	5705.2	6870.9	A	A	P	P
1632719_at	15.4	12.8	88.8	579.9	A	A	P	P
1628621_at	684.3	968.7	1090.2	1093.7	P	P	P	P
1633631_at	20.9	1.3	664.9	943.1	A	A	P	P
1630940_at	279.3	160.9	33.5	11.8	P	P	A	A
1632120_at	6.8	3.2	6.1	6.6	A	A	A	A
1629307_s_at	4227.5	3110.3	2413	1739.8	P	P	P	P
1624213_at	525.3	868.8	566.5	950.3	P	P	P	P
1639265_at	341.7	299.3	548.2	469.4	P	P	P	P
1640085_at	7.1	5.1	15	6.8	A	A	A	A
1624316_at	4.9	5.4	4.1	3.3	A	A	A	A
1626530_at	247	769.6	170.8	190.1	P	P	P	P
1638615_s_at	21159.2	22126.2	23454.9	21591.8	P	P	P	P
1627181_at	210	217.2	138.7	115.5	A	P	P	P
1636293_at	64	163.6	269.6	427.2	A	P	P	P
1632484_at	1861.3	1601.6	1915	1958.2	P	P	P	P
1633034_s_at	9577.7	10658.7	8323	9212	P	P	P	P
1626394_at	0.6	5.6	16.1	15.8	A	A	P	A
1634174_at	34.6	11.5	41.2	17.8	A	A	A	A
1628705_at	7387.8	5330	12393.8	9830.2	P	P	P	P
1632053_at	59	3.5	18.8	3.8	A	A	A	A
1639863_at	59.6	29.9	19.7	4.8	A	A	A	A
1632982_at	89.7	5.7	9.7	16.1	A	A	A	A
1629367_at	13.2	13.3	6.6	5.3	A	A	A	A
1628592_at	89.8	28.8	59.2	9.1	A	A	A	A
1640893_a_at	36	9.8	10.5	6.9	A	A	A	A
1639396_s_at	5013.2	5092.8	9959.2	8185.7	P	P	P	P
1626016_s_at	4056.4	2524.1	3104.3	2292.1	P	P	P	P
1637254_at	180.2	116	175.1	57.8	P	P	P	P
1629729_at	15.7	5.8	22.4	6.7	A	A	A	A
1637713_at	3.8	29.3	31.7	15.6	A	A	A	A
1641661_at	52	39.6	43.8	29.5	P	P	P	A
1634008_at	769	703.6	12.9	0.7	P	P	A	A
1624902_at	3394.4	2150.7	20.4	6.3	P	P	A	A
1634343_at	341.6	260.6	54.8	31.1	P	P	A	A
1626174_a_at	13.3	22.6	24.7	21.1	A	A	A	A
1623514_a_at	116.3	96.8	151.5	128.9	A	A	A	P
1629360_at	94.1	45.1	30.8	17.1	A	A	A	A
1627284_at	43.1	3.5	27.5	20.2	A	A	A	A
1637593_at	5.9	6.2	6	3.8	A	A	A	A
1629239_s_at	846.6	1064.1	1010.3	960.7	P	P	P	P
1640960_at	408.7	412.2	484.7	389.2	P	P	P	P
1633969_at	7.5	3.5	5.1	1.3	A	A	A	A
1630896_at	25.6	40.9	42.6	11.4	A	A	A	A
1632064_at	78.2	42.5	100.7	58.7	A	A	A	A
1626124_at	5.8	3.8	4.3	5.3	A	A	A	A
1640004_at	23.3	5.4	6.9	3.4	A	A	A	A
1631977_at	41	28.5	6.1	1.4	A	A	A	A
1641111_s_at	576.5	409.2	707.6	567	P	P	P	P
1635953_at	14.9	3.3	15.5	20.6	A	A	A	M
1635243_at	23.7	2.7	9.5	10	A	A	A	A
1636197_at	40.6	7.6	57.9	22.2	A	A	A	A
1629919_at	26.9	14.1	18.4	1.7	A	A	A	A
1637664_at	82.9	45.5	59.8	26.6	P	A	P	P
1636716_at	17.3	56.5	9.3	22.2	A	A	A	A
1629926_at	43.6	20.3	12.5	17.8	A	A	A	A
1626698_at	12.9	40.8	11.5	25.8	A	A	A	A
1641633_at	10.5	15.2	27.3	8.1	A	A	A	A
1635993_at	8.8	6.5	14.1	5.2	A	A	A	A
1640318_at	910.6	1388.2	1264.5	1128	P	P	P	P
1628262_a_at	3534.3	3418.6	2782.8	4178.6	P	P	P	P
1633711_a_at	675.4	611.6	1355.7	1511.8	P	P	P	P
1640850_at	0.6	1.4	27.3	92.7	A	A	P	P
1637668_at	10.5	18.1	8.2	3.1	A	A	A	A
1624409_a_at	13.8	22.2	31.6	6.9	A	A	M	A
1631414_at	87.8	15.6	52.8	44.2	A	A	A	A
1640070_a_at	11300.6	10622.9	10380.5	10536.2	P	P	P	P
1627595_at	149.6	91.7	84.8	52.9	A	A	A	A
1635054_at	7	8.8	5.4	11.6	A	A	A	A
1630765_at	141	69.6	85.8	62.9	P	P	P	P
1634877_at	5.2	8.7	5.3	4.1	A	A	A	A
1638760_at	29	27.9	21.5	7.6	A	A	A	A
1624143_a_at	92.6	60.6	73.2	21.9	A	P	A	A
1632787_a_at	68.1	8.5	31.1	8	A	A	A	A
1635182_at	789.1	797.8	984.7	1036.4	P	P	P	P
1630891_at	46.5	53.8	48.3	2.3	A	A	A	A
1627282_at	67.5	24.2	41.5	4.3	A	A	A	A
1632216_at	53.3	36.9	53.7	18.3	A	A	A	A
1634286_at	37.4	46.6	58	33.2	A	A	M	P
1623208_at	17.3	17.2	5.7	5.5	A	A	A	A
1636888_a_at	57.3	41.5	65.7	31	A	A	A	A
1640825_a_at	71.9	46.3	53.8	22.9	P	M	P	P
1626577_at	99.7	44.4	15.7	13.8	A	A	A	A
1638726_at	1295	1341.4	1939	1600.2	P	P	P	P
1634214_a_at	47.9	21.5	65	27	A	A	A	A
1623974_at	6.8	19.9	29.1	3.5	A	A	A	A
1632131_at	5.7	1.4	5.4	5.6	A	A	A	A
1631753_at	22.7	10.9	50.9	17.4	A	A	A	A
1638862_at	51.9	24.6	50.3	15.6	A	A	A	A
1624447_s_at	2750	2320.4	2746.4	2270.9	P	P	P	P
1636385_at	5.5	4.4	3.5	1.7	A	A	A	A
1632566_at	28.9	36.8	18.5	2.1	A	A	A	A
1636270_at	66.7	21.7	7.5	22.8	A	A	A	A
1628524_at	9.8	12	10.5	28.5	A	A	A	A
1632662_at	50	46.4	35.3	28.6	A	A	A	A
1638007_at	804.7	1136.5	986.9	1423.3	P	P	P	P
1641591_at	4.5	1.7	2.7	1.3	A	A	A	A
1629151_at	545.2	423.4	563.4	517.7	P	P	P	P
1638541_at	676.7	974.4	1152.9	1239	P	P	P	P
1635419_at	30.4	52.1	51.6	12.2	A	A	A	A
1641199_a_at	217.2	229.7	1095.7	758.5	P	P	P	P
1631988_at	7.6	8	6	2	A	A	A	A
1637804_at	52.9	25.8	53.2	22.9	A	A	A	A
1630193_at	33.5	25.7	52	9.4	A	A	A	A
1626655_at	33.9	26.4	38.4	25.3	P	M	A	P
1628688_at	369.9	264.9	442.8	378.6	P	P	P	P
1623105_at	10.8	10.4	11.8	2.1	A	A	A	A
1627237_at	17.3	50.9	22.3	5.4	A	A	A	A
1628572_s_at	10.9	21.1	58.6	37.3	A	A	A	A
1636344_at	91.5	32.7	93.1	74.2	P	A	P	P
1641558_at	296.8	423.5	534.4	478.1	P	P	P	P
1630878_a_at	287.3	394.3	482.9	587.4	P	P	P	P
1639447_at	233.8	272.3	373.1	495.9	P	P	P	P
1631625_at	5.5	6.4	6.9	12.1	A	A	A	A
1625024_at	1235.8	1115.6	1038.7	1236.7	P	P	P	P
1638649_at	23	51.9	33.2	9.6	A	A	A	A
1625278_s_at	6.8	11.7	5.9	7.1	A	A	A	A
1629342_s_at	4810.7	9104.2	13697.7	15016.1	P	P	P	P
1639484_at	654.2	583.1	842.3	726.7	P	P	P	P
1628758_at	37.3	5.5	48.3	30.9	A	A	A	A
1625155_a_at	5315.5	4749.9	4651.3	3243.7	P	P	P	P
1636329_at	17.7	26.4	50.6	17.7	A	A	A	A
1627957_at	66.1	16.3	99.4	40.2	A	A	A	A
1626581_s_at	92.2	35.8	98.4	23	P	P	P	P
1639776_s_at	7.8	23.8	11	6.1	A	A	A	A
1624990_at	21.9	2.6	24.4	16	A	A	A	A
1639623_at	3.9	27	30.3	19.7	A	A	A	A
1632728_at	1039.7	727	1408.8	1201	P	P	P	P
1632559_at	1260.5	958.4	1315.2	963.5	P	P	P	P
1624042_at	880.4	549.1	1519.3	974	P	P	P	P
1632217_at	12.2	5.6	7.2	5.2	A	A	A	A
1636165_at	14	10	12.7	3.7	A	A	A	A
1629212_at	113.5	57.7	169.3	48.9	A	A	P	P
1624246_s_at	1527.1	1717	1702	1608.9	P	P	P	P
1640730_at	605.7	651.2	713.3	915.2	P	P	P	P
1630865_s_at	681.4	639.9	711.5	751.5	P	P	P	P
1625441_at	116.6	20.2	87.4	27.1	A	A	A	A
1632248_s_at	3361.8	2677.7	7070.7	5885.9	P	P	P	P
1641355_a_at	19346.8	18054.9	21427.8	20095.5	P	P	P	P
1634085_at	7.8	6	7.2	4	A	A	A	A
1640897_at	2100.2	1576.5	1698.5	1553.5	P	P	P	P
1639193_a_at	116.3	86.4	122.5	40.8	A	P	P	P
1630724_at	6035.1	6947.5	10270.3	10181.6	P	P	P	P
1625963_at	1911.8	1961.3	1504.7	1140.9	P	P	P	P
1633576_s_at	2616.3	2860.7	3483.4	4639.6	P	P	P	P
1639987_at	17.7	25.2	36.8	3.4	A	A	A	A
1624989_s_at	40.6	30.1	102.1	39.1	A	M	P	A
1641089_s_at	1697.1	1223.4	1493.9	1794.6	P	P	P	P
1637101_at	285.1	295.9	434.8	486.3	P	P	P	P
1634086_a_at	659.7	741.8	672.3	567.6	P	P	P	P
1639083_at	364.4	312	239.2	280.9	P	P	P	P
1640541_at	561.3	885.9	688.9	1012.7	P	P	P	P
1637389_at	56.2	18.4	42.3	20.4	A	A	A	A
1637574_at	1377.4	1566.8	2583.7	2458.2	P	P	P	P
1637917_s_at	144.9	124.3	224.9	208.2	M	P	P	P
1636673_s_at	646.2	874.9	795.2	1597.7	P	P	P	P
1640133_at	282.9	283.6	318.1	301.1	P	P	P	P
1637202_a_at	161.3	92.6	140	49	A	A	A	A
1635931_at	906.6	1642.7	1193.6	1856.9	P	P	P	P
1633425_at	45.9	7.5	39.6	16.3	A	A	A	A
1626788_a_at	756	684.6	955.9	1187.1	P	P	P	P
1634197_at	340.3	250.5	808.2	451.1	P	P	P	P
1634412_at	702.6	457.6	1024.8	956.3	P	P	P	P
1638277_at	32.1	55.8	29.8	14.2	A	A	A	A
1639809_at	184.6	229.6	223.1	213.6	P	P	P	P
1633002_at	120.4	65.1	75.8	36.5	A	A	A	A
1639678_at	656.2	523.1	382.1	344.3	P	P	P	P
1638154_at	87.5	52.4	66.4	42.2	P	P	P	P
1626904_at	36.5	34.4	89.7	47.4	A	A	P	P
1627939_a_at	965.6	1113.8	1985.8	1688.4	P	P	P	P
1626653_a_at	750.1	825.3	1230.1	1088	P	P	P	P
1631560_at	25.1	30.6	62	53.6	A	P	M	P
1636676_at	71.1	23.9	49.6	35.1	A	A	A	A
1635616_a_at	473.1	580.1	2131.2	2079.4	P	P	P	P
1624013_at	5.4	29.2	58.7	54	A	A	P	M
1628764_at	961.8	1023	1766.7	1755.2	P	P	P	P
1637980_at	12418.6	14017	14851.1	14548.7	P	P	P	P
1630285_at	8	0.6	52.1	21	A	A	P	M
1641471_at	7.9	3.1	4.7	2.7	A	A	A	A
1638008_s_at	593.4	600.8	8.9	4.5	P	P	A	A
1624737_at	116.2	60.2	36.5	28	P	P	A	P
1628230_x_at	189.8	134.8	45.4	21	P	P	A	A
1634912_at	10419.5	12854.4	7779.7	10195.1	P	P	P	P
1637478_s_at	656.3	557.1	346.9	562.3	P	P	P	P
1637144_a_at	8896.2	7309.6	6168.6	5337.6	P	P	P	P
1623793_at	427.4	381.6	806	702.4	P	P	P	P
1630730_at	91.6	60.5	157.5	172.7	P	P	P	P
1641375_at	207.6	239.2	251.7	219.6	P	P	P	P
1639039_at	59.9	52	43	6.9	A	M	A	A
1623127_a_at	7.1	9.4	8.7	0.5	A	A	A	A
1625015_at	7.6	6.8	30.1	2.9	A	A	A	A
1635397_at	13.5	6.5	38.8	1.8	A	A	A	A
1631434_at	2508.4	3263.1	2647.3	4075.8	P	P	P	P
1627541_at	9	3.6	1.9	2.1	A	A	A	A
1623641_at	1120.4	1241.6	665.8	886.2	P	P	P	P
1636551_at	1294.2	1534	1480.1	1557.1	P	P	P	P
1636540_at	767.3	583.8	668.3	610.3	P	P	P	P
1630227_a_at	3062.5	2962	1882.9	2097.6	P	P	P	P
1635693_at	24.4	3.7	12.4	8.4	A	A	A	A
1639630_at	46.4	23.9	38.6	2.6	A	A	A	A
1633632_at	31.4	10.7	20.6	4	A	A	A	A
1625843_s_at	52.5	27.3	68	6	A	A	P	A
1629130_at	11	9.8	5.7	14.1	A	A	A	A
1625860_s_at	1650.1	1447.3	687.7	696.7	P	P	P	P
1641095_at	4.6	7.1	6.7	1.3	A	A	A	A
1624323_at	10.1	82	9.9	8.7	A	A	A	A
1630072_a_at	58.1	4.9	63.1	38.8	A	A	P	M
1623446_a_at	4	4.7	2.4	3.3	A	A	A	A
1635611_a_at	100.1	80.9	97.4	34.7	A	A	A	A
1632648_at	20.7	12.1	2.1	9.6	A	A	A	P
1634450_a_at	28.1	33.7	31.6	11.5	A	P	A	A
1637762_s_at	55.9	4.6	10.4	12.9	A	A	A	A
1636638_s_at	4008.5	5105	3989.9	3853.2	P	P	P	P
1629640_at	9	6.7	40.9	35	A	A	A	A
1625010_a_at	10.1	11.1	10	6.6	A	A	A	A
1630429_s_at	11.7	8.3	3.5	8.9	A	A	A	A
1625578_at	357.1	390.5	439.7	492.8	P	P	P	P
1639023_at	472.3	508.1	861.3	823.8	P	P	P	P
1632235_at	207.3	283.4	367.5	304.8	P	P	P	P
1627498_at	1502.5	2168.6	1015.9	1071.7	P	P	P	P
1633497_s_at	63.5	16.5	59.7	23.2	P	A	P	A
1634318_at	4.3	10.8	19	14.7	A	A	A	A
1637063_at	57.3	97.5	53.2	30.1	A	P	A	A
1623000_at	6.2	3.5	4.4	3.5	A	A	A	A
1634863_at	855.6	829.8	377.6	465.1	P	P	P	P
1633020_at	829.2	610.9	496.4	434.6	P	P	P	P
1641033_a_at	725.1	516.4	456.9	711.1	P	P	P	P
1631039_at	606.3	533.5	428.1	328.7	P	P	P	P
1630807_at	692.6	665.9	480.9	590.6	P	P	P	P
1639047_at	1058.5	1564.2	1069.5	1748.8	P	P	P	P
1641226_a_at	2473.2	2464.3	2414.9	3256.3	P	P	P	P
1625051_at	596.5	554.5	564.1	611.8	P	P	P	P
1636223_at	55.1	65.8	76.6	19.3	A	A	A	A
1635210_a_at	188.3	112.7	42.8	21.5	P	P	P	A
1623271_a_at	2693.2	3110.3	4466.9	4248.2	P	P	P	P
1641228_a_at	40.8	35.4	13.6	22.3	A	A	A	A
1640536_at	7.9	11.3	24.2	1.4	A	A	A	A
1627817_at	17.3	4.6	9.5	7.7	A	A	A	A
1632479_at	6078.1	6518.6	3862	3920.5	P	P	P	P
1639117_a_at	669.5	472.1	491.2	400.9	P	P	P	P
1640060_at	541.7	552.1	418.3	436.4	P	P	P	P
1635429_at	1274.1	1474.2	1667.5	2007.2	P	P	P	P
1637816_s_at	1085.8	1047.3	3592.2	3403.8	P	P	P	P
1635725_a_at	3307.4	3735.9	4097.4	4697.9	P	P	P	P
1625153_at	1154.2	797.6	789.5	534.2	P	P	P	P
1629234_at	5548.4	6156.2	4338.8	4923	P	P	P	P
1623112_at	47.5	71.6	28.4	33.5	A	A	A	A
1637280_at	29.9	23.3	430.5	147.4	A	A	P	P
1628399_s_at	8503.7	9379.2	9826.6	13145.1	P	P	P	P
1633821_at	217.7	159.1	554.9	397.3	P	P	P	P
1632447_at	276.1	238.2	667.8	517.8	P	P	P	P
1624547_s_at	5205.6	6191.6	5538.8	7342.5	P	P	P	P
1631082_at	203.1	203.6	367.6	348	P	P	P	P
1636603_a_at	22.3	0.8	19.4	1.8	A	A	A	A
1634992_s_at	4018	4492.8	5108.2	4525.7	P	P	P	P
1631962_at	16.9	6.4	77.1	47.5	A	A	A	P
1628053_at	368.4	297.2	611.3	469.4	P	P	P	P
1641180_a_at	30.3	10.5	43.6	18.4	A	A	A	A
1635104_s_at	331.9	162.9	3817.7	3554.9	P	P	P	P
1632607_at	11.9	4.8	9.1	17.7	A	A	A	A
1636269_at	10	8.5	8.9	2.8	A	A	A	A
1633107_at	64.8	48	42.7	36.2	P	A	A	P
1635644_at	4	4.8	14.1	2.7	A	A	A	A
1630895_at	40.9	18.3	13.3	1.6	A	A	A	A
1640066_at	424.8	686.7	755	1689.4	P	P	P	P
1636412_at	66.4	25.2	38.8	14.9	P	A	P	P
1623984_s_at	204.4	155.7	1054.9	1278.9	A	P	P	P
1640423_at	112.9	80.4	7.1	8	A	P	A	A
1630400_at	167.2	363.6	270.6	400.3	P	P	P	P
1628445_at	385.4	310.8	367.6	525.2	P	P	P	P
1637016_at	643.2	431.6	314.4	306.8	P	P	P	P
1633255_at	11.9	9.2	7.2	1.5	A	A	A	A
1626116_at	34.6	77.8	5.1	3.2	A	M	A	A
1625008_at	234.2	169.5	238.4	334.8	P	P	P	P
1632289_at	197	104.8	174.2	78.6	P	P	P	P
1635441_at	36.8	25.5	22.2	6.1	P	P	A	A
1631486_at	1168.5	798	561.1	121	P	P	P	P
1631247_at	4.5	19	3.4	14	A	A	A	A
1627345_at	9	4.2	12.4	7.5	A	A	A	A
1630555_at	61.7	25.8	74.7	55.8	A	A	A	A
1628452_at	16.4	6.3	60	25.2	A	A	A	A
1634348_s_at	10.9	5.9	7	4.4	A	A	A	A
1640208_s_at	6.1	18.5	156.9	125.8	A	A	P	P
1631804_s_at	47.1	13.5	46	21.3	M	A	P	P
1638727_at	2837	2550.1	3721.3	4286.9	P	P	P	P
1639335_at	795.3	701.6	2234.9	2752.6	P	P	P	P
1634851_at	30.1	8.7	77.8	32.7	A	A	A	A
1627248_at	622.3	477.9	219.5	339.7	P	P	P	P
1624531_s_at	6.6	4.3	30.1	1.6	A	A	A	A
1640598_s_at	33.3	56.4	377.5	310.1	P	P	P	P
1627235_at	320.8	313.7	44.8	16.2	A	P	A	A
1625897_s_at	37.4	18	18.4	16.9	A	A	A	M
1633619_at	7.6	7.6	26.8	2.7	A	A	A	A
1625356_at	15.3	1.9	8.7	0.8	A	A	A	A
1638123_at	16.8	16.3	7.6	0.7	A	A	A	A
1629409_s_at	903.5	428.2	924.3	465.8	P	P	P	P
1624923_s_at	1370.8	1184.4	2336.8	2603.4	P	P	P	P
1632528_at	6.7	6.4	4.6	11.2	A	A	A	A
1638741_at	124.2	76.5	115.6	111.5	P	P	P	P
1637170_at	1.6	2.6	3.3	10	A	A	A	A
1624084_s_at	1.4	13.4	27.8	14.5	A	A	A	A
1631808_at	26.2	5.4	29.9	13.1	A	A	A	A
1629181_at	140.9	120.9	3307.3	3422.8	P	P	P	P
1640255_at	38.6	28.6	69.4	17	A	A	A	A
1639577_at	8.6	2.8	7.1	2.6	A	A	A	A
1634865_at	2.1	1.7	2.9	1	A	A	A	A
1623223_at	51.3	10.7	24	12.2	P	A	A	A
1630511_at	80.9	21.5	55.2	23.5	P	A	P	A
1633358_at	56.9	27	31.2	18.7	A	A	A	A
1636061_at	503.1	341.7	666.6	549.5	P	P	P	P
1628891_at	25.1	28.8	3.9	3.3	A	A	A	A
1641208_s_at	313.8	168.5	65.1	16.7	A	P	A	A
1630404_at	80.7	59.9	103.8	59.4	P	P	P	P
1641056_at	5.9	10.2	3.5	18.7	A	A	A	A
1639750_at	88.6	89.5	100.2	47.5	A	M	A	P
1626539_at	8.6	10.4	46	1.1	A	A	A	A
1622918_at	13.8	2.3	7.1	2.3	A	A	A	A
1633208_at	77.8	38.3	26.7	16.8	A	A	A	A
1636261_at	17.9	21.1	16.6	12	A	A	A	P
1630481_at	70.1	43.5	39.6	26.8	A	A	A	A
1627875_at	30.6	44.5	52.1	19.1	A	A	P	M
1626703_at	5.4	2.7	5.7	4.3	A	A	A	A
1635577_at	26.9	21.4	33.3	29.7	A	A	A	A
1625560_at	6.4	8.9	12.4	7.6	A	A	A	A
1641617_at	2.2	1.6	0.8	7	A	A	A	A
1638533_at	19.6	5.6	78.7	20.4	A	A	P	P
1640203_at	136	48.5	131.2	49.2	P	A	A	A
1623419_s_at	34.2	77.6	85.8	21.4	A	A	A	A
1626230_s_at	69.2	38	65.2	2.9	A	A	A	A
1626594_s_at	3.6	5	17.4	2.1	A	A	A	A
1634933_s_at	156	137.3	89.7	30.3	P	P	A	A
1628740_at	4.6	4.3	5	2.3	A	A	A	A
1626866_at	5.7	3.8	5.5	3	A	A	A	A
1638353_at	25.2	7.9	12.1	6.3	A	A	A	A
1635532_at	178.9	82.4	11.6	6.7	A	A	A	A
1629529_at	23.7	26.6	24.3	16	M	A	A	A
1641358_s_at	39.4	37.1	96	59.7	A	A	A	A
1632781_s_at	54	41.3	33.2	18.9	A	A	A	A
1623410_at	226.5	112.5	11.5	10.2	P	P	A	A
1630927_x_at	193.5	68.4	23.8	15.3	P	M	A	A
1630681_at	65.8	37.8	32.7	22.4	A	M	A	A
1637846_at	321.5	191.3	214.1	18.8	M	M	A	A
1638280_at	26.4	1.9	38.4	4.7	A	A	A	A
1625920_at	27.7	26	9.1	2.3	A	A	A	A
1624608_s_at	52.1	42.7	68.5	22.6	A	A	A	A
1627322_at	149.2	22	35	45.3	A	A	A	A
1638809_at	11.3	12.4	13.9	38.8	A	A	A	A
1641497_at	37.4	9.1	6.7	32.3	A	A	A	A
1640359_s_at	11.3	4.4	16.7	21.8	A	A	A	A
1627483_at	52.8	53.9	113.1	95.7	A	P	P	P
1640550_at	5.5	26.8	26.2	26.2	A	A	A	A
1634333_at	21.7	19.5	24.6	7.1	A	A	A	A
1628687_at	106	93.4	47.3	30.7	P	P	P	P
1630615_s_at	216.8	152.2	131.9	83.1	P	P	P	P
1628386_at	123.3	90.5	21.3	22.7	A	M	A	A
1634488_s_at	417.3	369.9	309.6	359.7	P	P	P	P
1628668_at	173.9	125.5	241.7	123.2	A	P	A	A
1627905_at	43.6	33.3	27.8	5.6	A	A	A	A
1630849_at	88.8	105.6	15.5	77.3	A	A	A	M
1639685_at	39.2	3.8	10.8	3.8	A	A	A	A
1629017_s_at	838.4	698.8	659.7	419.3	P	P	P	P
1630017_at	50.3	44.4	27.5	21	A	A	A	A
1624449_at	4.5	38.8	28.1	9.3	A	A	A	A
1628007_at	3.9	2.4	2.3	15.7	A	A	A	A
1625786_at	70.9	69.5	69.4	38.5	P	M	P	P
1633868_at	104.8	43.2	155.1	24.9	P	M	P	P
1631423_at	37.9	39.4	43.7	40.8	A	A	A	A
1628808_at	30.6	35.2	9.4	15.7	A	A	A	A
1630228_at	31.9	4.5	6	2.6	A	A	A	A
1627584_at	17.5	5.5	11.7	2.6	A	A	A	A
1624927_at	4.7	13.9	5.9	3.3	A	A	A	A
1631901_at	5.5	11.2	6.7	1.7	A	A	A	A
1637375_at	22	30.8	29.6	5.7	A	A	A	A
1632340_at	2.7	5.1	5.3	7.1	A	A	A	A
1635184_at	13.9	17.6	9	2.8	A	A	A	A
1627089_at	16.4	13.1	4.6	4.8	A	A	A	A
1624436_at	4.1	4.2	1.5	12.7	A	A	A	A
1641710_at	22.8	25.1	31.6	22.7	A	A	A	A
1636983_at	22	32.2	7.5	10.8	A	A	A	A
1634467_at	9.9	8.8	12.9	5.3	A	A	A	A
